id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
argia-b-collins,person,Argia B. Collins,Argia B. Collins Sr.|Argia B's,chicago|dc,IL,,,,"{""role"": [""founder"", ""cook"", ""sauce-maker""], ""state"": ""IL"", ""styles"": [""chicago-mild-sauce"", ""dc-mumbo""]}","Chicago barbecue man who made and bottled Mumbo sauce, and whose trademark on the name later beat a Washington, D.C. company that had been selling a sauce called mumbo for years. Salon records him as born in 1926 in Indianola, Mississippi and dead in 2003.",,mumbo-sauce|mumbo|dc-mumbo|capital-city-mambo-sauce|chicago-mild-sauce|harold-pierce|john-young|yums-carry-out,s:wp-mumbo-sauce|s:web-salon-mambo-sauce|s:web-boundary-stones-mumbo|s:web-mandour-ttab-mumbo|s:web-mumbosauce-about|s:wp-buffalo-wing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/argia-b-collins/
bill-simmons-el-wingador,person,"Bill ""El Wingador"" Simmons",El Wingador|Bill Simmons,philadelphia,NJ,,,,"{""role"": [""competitor""], ""state"": ""NJ""}","Five-time Wing Bowl champion, born 1 November 1961, and the contest's own house name — El Wingador, 6 foot 5 and 290 pounds at his peak. He put the nickname on a line of wing sauce, went into the Wing Bowl Hall of Fame in February 2006, and went to state prison in 2013 on a cocaine charge.",,wing-bowl|angelo-cataldi|al-morganti|joey-chestnut|buffalo-sauce,s:web-wp-el-wingador|s:wp-wing-bowl,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/bill-simmons-el-wingador/
bob-gibson,person,Bob Gibson,Big Bob Gibson|Robert Gibson,the-south,AL,,,,"{""role"": [""cook"", ""founder"", ""sauce-maker""], ""state"": ""AL"", ""styles"": [""alabama-white"", ""smoked-bbq-wing""]}","Decatur, Alabama barbecue man, 1888 to 1972, who dunked hickory-smoked chicken in a sauce of mayonnaise, vinegar and black pepper. That sauce is the whole of Alabama white, and the wing version comes straight off his chickens. He was six foot four and over three hundred pounds, which is where the Big came from.",,big-bob-gibson-bar-b-q|alabama-white-sauce|alabama-white|smoked-bbq-wing|smoke-then-fry|southern-foodways-alliance|adrian-miller,s:web-eoa-big-bob-gibson|s:web-sfa-big-bob-gibson,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/bob-gibson/
calvin-trillin,person,Calvin Trillin,Calvin Marshall Trillin|Bud Trillin,us|western-ny|nyc,,,,,"{""role"": [""writer""], ""styles"": [""buffalo""]}","American journalist and food writer, born 5 December 1935 in Kansas City, Missouri. He joined The New Yorker in 1963 and wrote its ""U.S. Journal"" series from 1967 to 1982, a piece a month from somewhere in the country. One of those pieces, in 1980, took the Buffalo wing out of western New York.",,buffalo|anchor-bar|dominic-bellissimo|the-origin-fight|john-young,s:wp-calvin-trillin|s:trillin-1980|s:wp-buffalo-wing,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/calvin-trillin/
dominic-bellissimo,person,Dominic Bellissimo,Dom Bellissimo,western-ny,NY,,,,"{""role"": [""family"", ""founder""], ""state"": ""NY"", ""styles"": [""buffalo""]}","Son of Frank and Teressa Bellissimo, tending the Anchor Bar on the night the house dates its wings to, 4 March 1964. He later owned the bar and spent decades promoting it and the wing. He died in March 1991, aged 68.",,anchor-bar|teressa-bellissimo|frank-bellissimo|calvin-trillin|buffalo|the-origin-fight,s:wp-anchor-bar|s:wp-buffalo-wing|s:trillin-1980,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/dominic-bellissimo/
drew-cerza,person,Drew Cerza,the Wing King,western-ny,NY,,,,"{""role"": [""organizer""], ""state"": ""NY"", ""styles"": [""buffalo""]}","Founded the National Buffalo Wing Festival in 2002 and runs it. A marketing man by trade, he took the idea from a film that invented a Buffalo wing festival that did not exist, and built the one that does.",,national-buffalo-wing-festival|john-young|anchor-bar|buffalo|ranch-vs-blue-cheese|franks-redhot|joey-chestnut,s:wp-national-buffalo-wing-festival|s:web-buffalowing-wing-king|s:web-visitbuffalo-cerza-qa|s:web-hall-of-flame|s:wp-anchor-bar,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/drew-cerza/
frank-bellissimo,person,Frank Bellissimo,,western-ny,NY,,,,"{""role"": [""founder"", ""family""], ""state"": ""NY"", ""styles"": [""buffalo""]}","Opened the Anchor Bar in Buffalo with his wife Teressa in 1935 and ran the front of the house. His account of the first wings turns on a delivery that went wrong. The city of Buffalo honoured him by proclamation in 1977 and named 29 July Chicken Wing Day. He died in October 1980, aged 84.",,anchor-bar|teressa-bellissimo|dominic-bellissimo|buffalo|city-of-buffalo|the-origin-fight|john-young|national-buffalo-wing-festival,s:wp-anchor-bar|s:wp-buffalo-wing|s:web-hall-of-flame|s:web-history-who-invented-buffalo-wings,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/frank-bellissimo/
harold-pierce,person,Harold Pierce,Harold P. Pierce|the Fried Chicken King,chicago,IL,,,,"{""role"": [""founder"", ""cook""], ""state"": ""IL"", ""styles"": [""chicago-mild-sauce""]}","Founded Harold's Chicken Shack in Chicago on 22 June 1950 and built it into the South Side's fried chicken chain, where a wing dinner comes cut over fries and drowned in mild sauce. Born 11 August 1917 in Midway, Alabama; died 8 March 1988 in Kankakee, Illinois, of prostate cancer, aged 70.",,harolds-chicken-shack|mild-sauce|chicago-mild-sauce|uncle-remus-saucy-fried-chicken|chicken-shack-signs|argia-b-collins|adrian-miller,s:web-wp-harold-pierce|s:wp-harold-s-chicken-shack|s:wp-mild-sauce,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/harold-pierce/
jim-disbrow,person,Jim Disbrow,James Disbrow|Jimmy Disbrow,ohio-valley|us,OH,,,,"{""role"": [""founder""], ""state"": ""OH"", ""styles"": [""buffalo""]}","Figure skater, skating official and co-founder of Buffalo Wild Wings, born 9 July 1948 and dead of brain cancer on 16 October 2002, aged 54. He started the chain in 1982 because he could not find a Buffalo-style wing in Ohio.",,buffalo-wild-wings|beef-on-weck|buffalo|weck|national-buffalo-wing-festival|antonio-swad|boneless-wings,s:web-wp-james-disbrow|s:wp-buffalo-wild-wings|s:web-hall-of-flame,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/jim-disbrow/
joey-chestnut,person,Joey Chestnut,Joseph Christian Chestnut|Jaws,us|philadelphia|western-ny,,,,,"{""role"": [""competitor""], ""styles"": [""buffalo""]}","American competitive eater, born 25 November 1983 in Fulton County, Kentucky and raised in Vallejo, California. Major League Eating ranks him first in the world; he holds 55 world records across 55 disciplines and has won the Nathan's hot dog belt 18 times. Several of those records are wings, which is why a wing project has him.",,wing-bowl|national-buffalo-wing-festival|hooters|al-morganti|bill-simmons-el-wingador|drew-cerza|super-bowl-sunday,s:wp-joey-chestnut|s:wp-wing-bowl|s:wp-national-buffalo-wing-festival,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/joey-chestnut/
john-young,person,John Young,John Mack Young|John Young's Wings 'n Things|King of Wings,western-ny,NY,,,,"{""role"": [""cook"", ""founder""], ""state"": ""NY"", ""styles"": [""buffalo"", ""dc-mumbo""]}","Sold chicken wings whole and uncut — breaded, deep-fried, and coated in a tomato-based sauce he called mumbo, or mambo — from a restaurant on Buffalo's East Side in the 1960s. He said he was selling them years before the Anchor Bar put them on a menu, and he said so for the rest of his life. Born in Stockton, Alabama in 1934, he came to Buffalo in 1948 at thirteen, and he died in 1998.",,buffalo|anchor-bar|mumbo-sauce|dc-mumbo|breaded-fry|argia-b-collins|national-buffalo-wing-festival|drew-cerza|the-origin-fight|buffalo-murals,s:wp-buffalo-wing|s:web-history-who-invented-buffalo-wings|s:web-buffalo-bike-tours-mumbo-wings|s:web-buffalo-criterion-john-young|s:web-visitbuffalo-john-young|s:web-hall-of-flame|s:web-buffalonews-john-young-obit|s:wp-mumbo-sauce,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/john-young/
teressa-bellissimo,person,Teressa Bellissimo,Teressa Bellisimo,western-ny,NY,,,,"{""role"": [""cook"", ""founder"", ""family""], ""state"": ""NY"", ""styles"": [""buffalo""]}","Cooked at the Anchor Bar in Buffalo, which she opened with her husband Frank in 1935 and lived above. The bar credits her with frying the first plate of Buffalo wings on 4 March 1964 and sending it out with celery and blue cheese. She died in her apartment over the bar in November 1985, aged 84.",,anchor-bar|buffalo|frank-bellissimo|dominic-bellissimo|celery-and-carrots|blue-cheese-dressing|the-origin-fight|john-young|national-buffalo-wing-festival,s:wp-anchor-bar|s:wp-buffalo-wing|s:trillin-1980|s:web-hall-of-flame,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/teressa-bellissimo/
thornton-prince,person,Thornton Prince,Thornton James Prince|James Thornton Prince|Thornton Prince III,nashville|the-south,TN,,,,"{""role"": [""cook"", ""founder""], ""state"": ""TN"", ""styles"": [""nashville-hot""]}","Nashville cook whose family café put cayenne paste on fried chicken and made a city's dish out of it. Born near Franklin, Tennessee in December 1892 — the day is unknown — and died 15 February 1960, aged 67, of a cerebral thrombosis, according to research by the historian Rachel Louise Martin reported by Fox News in 2023. His great-niece André Prince Jeffries took over the café in 1980 and still runs it.",,princes-hot-chicken-shack|andre-prince-jeffries|nashville-hot|nashville-hot-oil|white-bread-and-pickles|boltons-spicy-chicken-and-fish|hattie-bs,s:wp-prince-s-hot-chicken-shack|s:wp-hot-chicken|s:web-foxnews-thornton-prince|s:web-bitter-southerner-hot-chicken|s:web-princes-hot-chicken-about,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/person/thornton-prince/
buffalo-wing-trail,org,Buffalo Wing Trail,The Official Buffalo Wing Trail,western-ny,NY,Buffalo,42.90743,-78.87261,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 2018}","A list of wing joints, published by Visit Buffalo Niagara, the region's tourism bureau. It launched in April 2018 with twelve stops and carried fourteen when read on 16 September 2026, spread from Getzville and Amherst down through the city to East Aurora, Hamburg and Orchard Park. The trail's own words for what is on it: ""14 neighborhood pubs and tucked-away corner taverns."" There is no ranking, no scoring and no judging — it is an itinerary, which is exactly what makes it useful evidence.",,anchor-bar|duffs-famous-wings|bar-bill-tavern|gabriels-gate|nine-eleven-tavern|mammosers-tavern|elmos-bar-and-restaurant|buffalo|city-of-buffalo,s:web-visit-buffalo-wing-trail|s:web-spectrum-wing-trail-2018,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/org/buffalo-wing-trail/
city-of-buffalo,org,City of Buffalo,"Buffalo, New York|City Hall, Niagara Square",western-ny,NY,Buffalo,42.8867082,-78.879256,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1832}","The municipal government that put its name on the wing, and then put a day on the calendar. Buffalo was incorporated as a city in 1832, seven years after the Erie Canal chose it for a terminus. It runs on a strong mayor–council system from City Hall at Niagara Square, with nine Common Council districts. In 1977 it issued a proclamation honouring Anchor Bar co-owner Frank Bellissimo and declared 29 July Chicken Wing Day.",,national-chicken-wing-day|frank-bellissimo|anchor-bar|john-young|buffalo|buffalo-wing-trail|the-origin-fight|national-buffalo-wing-festival,s:wp-buffalo-wing|s:wp-buffalo-new-york|s:web-national-chicken-wing-day|s:web-wyrk-chicken-wing-day|s:web-visit-buffalo-wing-trail,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/org/city-of-buffalo/
national-chicken-council,org,National Chicken Council,NCC|National Broiler Council,dc|us,DC,Washington,38.9050148,-77.0352736,"{""state"": ""DC"", ""status"": ""open"", ""founded"": 1954}","The trade association of the US chicken industry, and the keeper of the number every Super Bowl story quotes. Founded in Richmond, Virginia in 1954 as the National Broiler Council, moved to Washington in 1965, renamed in 1999. Its producer and processor members account for about 95 percent of the chickens raised in the United States. Each January it publishes the Chicken Wing Report, a projection of how many wings Americans will eat on Super Bowl weekend.",,super-bowl-sunday|wing|flapper|party-wing|the-price-of-a-wing|us-poultry-and-egg-association|wingstop|wing-bowl,s:wp-national-chicken-council|s:web-ncc-about|s:web-ncc-wing-report-lx|s:web-ncc-wing-report-lix|s:web-ncc-wings-hot-topic|s:nccouncil-wing-report,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/org/national-chicken-council/
southern-foodways-alliance,org,Southern Foodways Alliance,SFA,the-south|us,MS,Oxford,34.3663773,-89.5187664,"{""state"": ""MS"", ""status"": ""open"", ""founded"": 1999}","An archive that records what cooks say about their own work. The Southern Foodways Alliance is based at the University of Mississippi's Center for the Study of Southern Culture and, in its own words, ""documents, studies, and explores the diverse food cultures of the changing American South."" It collects oral histories, makes short documentary films, publishes and podcasts as Gravy, and holds an annual symposium. For a wing record, it is the difference between a claim about a kitchen and a transcript from one.",,princes-hot-chicken-shack|big-bob-gibson-bar-b-q|andre-prince-jeffries|nashville-hot|alabama-white|adrian-miller|the-origin-fight,s:web-sfa-about|s:web-sfa-history-founders|s:web-sfa-oral-history|s:web-sfa-princes-interview|s:web-sfa-big-bob-gibson-interview,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/org/southern-foodways-alliance/
us-poultry-and-egg-association,org,U.S. Poultry & Egg Association,USPOULTRY|Southeastern Poultry & Egg Association|SOUTHEASTERN,the-south|us,GA,Tucker,33.8275948,-84.2359607,"{""state"": ""GA"", ""status"": ""open"", ""founded"": 1947}","The trade association that funds the research and runs the equipment show behind the bird. Poultry and egg dealers met in Louisville in March 1947 and founded the Southeastern Poultry & Egg Association; it took the name U.S. Poultry & Egg Association as its membership spread coast to coast, moved to Tucker, Georgia in 1993, and calls itself an ""All Feather"" association — broilers, turkeys, ducks, eggs, breeding stock and the firms that supply them. It runs the International Production & Processing Expo in Atlanta each January.",,national-chicken-council|wing-cut|flapper|drumette|boneless-wings|the-price-of-a-wing,s:web-uspoultry-about|s:web-uspoultry-history|s:wp-poultry|s:wp-chicken-as-food,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/org/us-poultry-and-egg-association/
national-buffalo-wing-festival,event,National Buffalo Wing Festival,Wing Fest|National Buffalo Chicken Wing Festival,western-ny,NY,Buffalo,42.8804994,-78.8737899,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 2002, ""when"": ""Labor Day weekend"", ""styles"": [""buffalo""]}","A two-day wing festival held on Labor Day weekend at Sahlen Field, the minor-league ballpark in downtown Buffalo. Drew Cerza founded it in 2002. Vendors sell wings by the order, contests run all weekend — the US Chicken Wing Eating Championship on the Sunday since 2003, plus amateur sauce contests, a 5K, Miss Buffalo Wing and Bobbing for Wings — and a Hall of Flame inducts the people, families and restaurants that shaped the wing.",,drew-cerza|john-young|joey-chestnut|anchor-bar|duffs-famous-wings|la-nova-pizzeria|franks-redhot|buffalo|wing-bowl,s:wp-national-buffalo-wing-festival|s:web-buffalowing-festival|s:web-buffalowing-hall-of-flame|s:wp-buffalo-wing|s:wp-joey-chestnut,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/event/national-buffalo-wing-festival/
national-chicken-wing-day,event,National Chicken Wing Day,Chicken Wing Day|July 29,western-ny|us,NY,Buffalo,42.8867082,-78.879256,"{""state"": ""NY"", ""status"": ""open"", ""founded"": 1977, ""when"": ""29 July"", ""styles"": [""buffalo""]}","A food day on 29 July, kept by bars, chains and marketing departments across the United States. It comes from one city and one piece of paper: in 1977 Buffalo issued a proclamation honouring Anchor Bar co-owner Frank Bellissimo and declared 29 July Chicken Wing Day. The word national was added later, by everyone else.",,city-of-buffalo|frank-bellissimo|anchor-bar|buffalo|john-young|national-buffalo-wing-festival|super-bowl-sunday|the-origin-fight,s:wp-buffalo-wing|s:web-national-chicken-wing-day|s:web-wyrk-chicken-wing-day,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/event/national-chicken-wing-day/
super-bowl-sunday,event,Super Bowl Sunday,Super Sunday|the Big Game,us,,,,,"{""status"": ""open"", ""founded"": 1967, ""when"": ""the second Sunday in February, since 2022"", ""styles"": [""buffalo""]}","The biggest wing day in the United States, and the second-biggest American eating day of any kind after Thanksgiving dinner. The National Football League's championship game has been played on a Sunday since 1967 and on the second Sunday in February since 2022. The National Chicken Council projected 1.48 billion wings eaten around Super Bowl LX, in a release dated 28 January 2026 — a trade association's estimate of its own industry's product, not a government count.",,national-chicken-council|wing-bowl|wingstop|buffalo-wild-wings|boneless-wings|buffalo-chicken-dip|buffalo-chicken-pizza|the-price-of-a-wing|party-wing,s:wp-super-bowl|s:wp-buffalo-wing|s:web-ncc-wing-report-lx|s:web-ncc-wing-report-lix|s:web-ncc-wings-hot-topic,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/event/super-bowl-sunday/
wing-bowl,event,Wing Bowl,Wing Bowl Las Vegas,philadelphia,PA,Philadelphia,39.9011004,-75.1720165,"{""state"": ""PA"", ""status"": ""open"", ""founded"": 1993, ""when"": ""the Friday before the Super Bowl"", ""styles"": [""buffalo""]}","A competitive wing-eating contest run by a Philadelphia sports radio station on the Friday before the Super Bowl. Al Morganti and Angelo Cataldi of WIP started it in 1993, for a city whose football team kept not reaching the Super Bowl. Two eaters and 150 spectators in a hotel lobby the first year; crowds over 20,000 in an arena by the 2000s, at six in the morning, with a field of qualifiers, costumed entourages, and women called Wingettes escorting the eaters. WIP ended it in 2018. A Las Vegas edition ran on 7 February 2026.",,angelo-cataldi|al-morganti|bill-simmons-el-wingador|joey-chestnut|super-bowl-sunday|national-buffalo-wing-festival|buffalo,s:wp-wing-bowl|s:web-phillymag-wing-bowl-2015|s:web-inquirer-wing-bowl-doc|s:web-eatfeats-wing-bowl-lv-2026|s:wp-joey-chestnut,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/event/wing-bowl/
all-flats,term,all flats,all drums|all flats no drums|flats only,atlanta|us,,,,,"{""letter"": ""A"", ""part_of_speech"": ""phrase""}","An order that refuses half the bird. A wing splits one-for-one into a drumette and a flat, so a kitchen filling an all-flats order has to sell the drumettes to somebody else — which is why the answer is often no, and why the places that say yes charge for it.","all + flats (plural of flat); an order-modifier phrase, mirrored by all drums",flat|drumette|the-flat-and-the-drum|atlanta-lemon-pepper|wingstop|wing,s:wp-lemon-pepper-wings|s:wp-buffalo-wing|s:wp-wingstop,cited,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/all-flats/
atomic,term,atomic,atomic wings|nuclear|triple atomic,us,,,,,"{""letter"": ""A"", ""part_of_speech"": ""adjective""}","Top of a house heat ladder, and a word that only means something inside one bar's list. Wingstop's own description of its Atomic flavour is ""It's the hottest we've got. Find out for yourself"" — Spice Level 5, the end of its scale. An atomic at one counter can be milder than a hot at another, because nothing standardises the rungs.","Ancient Greek átomos 'uncuttable' → Latin atomus → English atom → atomic; the wing sense borrows the bomb's connotation from the mid-20th century, not the physics",atomic-wings|wingstop|mango-habanero|nashville-hot-oil|wing-bowl|ranch-vs-blue-cheese,s:wp-buffalo-wing|s:web-wingstop-atomic|s:web-chowhound-spice-challenges|s:web-atomic-wings-30th|s:wp-scoville-scale,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/atomic/
boneless,term,boneless,boneless wings|wyngz|boneless bites,us,,,,,"{""letter"": ""B"", ""part_of_speech"": ""adjective""}","Breast meat cut into pieces, floured and spiced, fried or baked, then sauced like a wing and sold under the wing's name. Wikipedia describes them as ""essentially small pieces of skinless, boneless chicken breast that are coated in flour and spices, then fried or baked, like a chicken nugget"", sometimes marketed as wyngz. Restaurants added them as raw wing prices rose and as some diners asked for a neater plate.","bone + -less, the Old English privative suffix; the menu sense attaches the adjective to 'wing' and then lets the noun drop, leaving 'boneless' standing alone",boneless-wings|wing|boneless-is-not-a-wing|buffalo-word|breaded-fry|wingstop|buffalo-wild-wings,s:wp-buffalo-wing|s:web-berkheimer-opinion|s:web-berkheimer-nbc|s:web-berkheimer-hklaw|s:web-wyngz-consumer-reports|s:web-wyngz-wiktionary|s:wp-chicken-nugget,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/boneless/
buffalo-word,term,Buffalo,buffalo-style|buffalo sauce (attributive),western-ny|us,,,,,"{""letter"": ""B"", ""part_of_speech"": ""adjective""}","A city's name working as an adjective. Buffalo now modifies a sauce rather than a place: vinegar-based cayenne hot sauce cut with melted butter, and anything wearing it. The word travelled further than the bird it started on — it has been applied to boneless wings made from breast, to chicken fries, nuggets and popcorn chicken, to shrimp, to cauliflower, to dip and to pizza.","Buffalo, New York (the city) → attributive adjective meaning 'dressed in cayenne hot sauce and melted butter'; the city takes its name from Buffalo Creek, whose own name is disputed",buffalo|buffalo-sauce|buffalo-chicken-dip|buffalo-chicken-pizza|boneless|calvin-trillin|anchor-bar|the-origin-fight,s:wp-buffalo-wing|s:web-buffalo-history-name|s:trillin-1980|s:wp-buffalo-new-york,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/buffalo-word/
drumette,term,drumette,drum|drums|wing drumette|first segment wing portion,us,,,,,"{""letter"": ""D"", ""part_of_speech"": ""noun""}","Upper of the three wing segments, and the meatiest. One bone, meat bunched at one end, skin all round: it eats like a small drumstick, which is where the name comes from. White meat, same as the breast. Two per bird.","drum (the drumstick it resembles) + -ette, the French diminutive that English borrowed for small versions of things",wing|flat|wing-tip|wing-cut|the-flat-and-the-drum|party-wing|national-chicken-council,s:wp-buffalo-wing|s:wp-chicken-as-food|s:wp-poultry|s:web-ncc-wings-hot-topic|s:web-usda-ams-wing|s:web-openfoodfacts-party-wings,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/drumette/
extra-crispy,term,extra crispy,well done|hard fried|crispy,us,,,,,"{""letter"": ""E"", ""part_of_speech"": ""phrase""}","An order for more time in the oil. Not a flavour, not an upcharge in most places: a request that the wing stay down until the skin goes hard and the colour goes past golden. Kitchens read it as a range, which is why the same words get you different wings at two counters a block apart.","extra (Latin extra 'outside, beyond') + crispy (Old English crisp, from Latin crispus 'curled', re-pointed in English to mean brittle) — an intensifier stuck to a texture word",double-fry|deep-fryer|naked|sauce-on-the-side|the-toss|air-fryer,s:wp-buffalo-wing|s:wp-deep-frying,tradition,medium,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/extra-crispy/
flapper,term,flapper,pointer|flipper,us,,,,,"{""letter"": ""F"", ""part_of_speech"": ""noun""}","Cook's name for the wing tip: the pointed third segment, the one that carried the flight feathers. Skin and cartilage over two thin bones. It is the piece that gets thrown in the stock bucket, which is why most people who eat wings weekly have never heard the word.","flap (verb) + -er, the agent suffix — the part that does the flapping; pointer is built the same way off point",wing-tip|wing|flat|wing-cut,s:wp-buffalo-wing|s:wp-poultry,cited,medium,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/flapper/
flat,term,flat,wingette|flats|wing flat|second segment wing portion|mid-section,us,,,,,"{""letter"": ""F"", ""part_of_speech"": ""noun""}","Middle segment, two bones with a gap between them, and more skin per bite than any other piece of a chicken. Flat because it is — it lies down in the fryer basket and comes out on one plane. Two per bird.","the adjective flat, turned into a noun for the piece it describes; the competing name wingette is wing + -ette, the same diminutive that built drumette",drumette|wing|all-flats|wing-tip|the-flat-and-the-drum|wing-cut|party-wing,s:wp-buffalo-wing|s:wp-chicken-as-food|s:wp-poultry|s:web-ncc-wings-hot-topic|s:web-usda-ams-wing,cited,high,True,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/flat/
hot-honey-word,term,hot honey,chili honey|spicy honey,us,,,,,"{""letter"": ""H"", ""part_of_speech"": ""noun""}","Honey infused with chillies, and the two-word name that turned it into a menu category. On wings it is a finish rather than a toss: drizzled over crust after the sauce, or whisked into a sauce to sweeten and thicken it. It reaches wings by way of pizza and fried chicken, where it landed first.","hot (chile-hot, not temperature-hot) + honey; an English compound that names the two ingredients and nothing else",hot-honey|nashville-hot|honey-bbq-sauce|sweet-chili-sauce|buffalo-chicken-pizza|the-toss,s:wp-hot-honey|s:web-mikes-hot-honey,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/hot-honey-word/
mild-sauce-word,term,mild sauce,mild,chicago,,,,,"{""letter"": ""M"", ""part_of_speech"": ""noun""}","Chicago's word for a red-brown condiment poured over fried chicken and fries at South and West Side chicken shacks and barbecue counters, and particularly associated with Black communities in Chicago. The sauce sits near barbecue sauce and near mumbo sauce; recipes vary substantially, and many formulations combine ketchup, barbecue sauce and hot sauce.",mild + sauce; a heat word that stopped being a heat word and became the name of a specific thing,mild-sauce|chicago-mild-sauce|harolds-chicken-shack|uncle-remus-saucy-fried-chicken|mumbo,s:wp-mild-sauce|s:wp-mumbo-sauce|s:wp-harold-s-chicken-shack,cited,medium,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/mild-sauce-word/
mumbo,term,mumbo,mambo|mumbo sauce|mambo sauce,dc|chicago,,,,,"{""letter"": ""M"", ""part_of_speech"": ""noun""}","A word for a sweet-sour-hot red condiment, sold behind plexiglass in Washington carryouts and poured on fried wings, french fries, jumbo shrimp and fried rice. Barbecue-adjacent, sweeter than barbecue sauce, and by most accounts sourer or hotter as well; the recipe varies by counter.",no agreed etymon. As a commercial name the chain runs Argia B. Collins Sr.'s Chicago barbecue sauce → the registered mark MUMBO → the D.C. carryout word; the D.C. spelling mambo may be reshaping by the dance name,mumbo-sauce|dc-mumbo|argia-b-collins|john-young|capital-city-mambo-sauce|mild-sauce-word|mumbo-fries,s:wp-mumbo-sauce|s:wp-mild-sauce|s:wp-buffalo-wing,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/mumbo/
naked,term,naked,naked wings|unbreaded,us,,,,,"{""letter"": ""N"", ""part_of_speech"": ""adjective""}","Unbreaded. A wing fried in nothing but its own skin, no flour, no batter, no dredge. Hooters, which breads by hand as its original style, lists the alternative as Naked Wings and describes them: ""Traditional style. No breading, but just as good. Order them with your favorite Hooters wing sauce or rub.""","Old English nacod 'bare, unclothed' → Middle English naked; the menu sense is a metaphor, breading read as clothing",naked-fry|breaded-fry|hooters|rochester-breaded|buffalo|extra-crispy,s:web-hooters-wings-menu|s:wp-buffalo-wing|s:wp-hooters,cited,high,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/naked/
party-wing,term,party wing,party wings|wingettes and drumettes|split wings,us,,,,,"{""letter"": ""P"", ""part_of_speech"": ""noun""}","A supermarket's name for wings already broken down: tips off, joint cut, drumettes and flats loose in one bag or tray. The work a bar's prep cook does, done at the plant. The word says nothing about seasoning and nothing about size — it says only that you will not be cutting anything.","party + wing; retail compound, on the pattern of party pack and party size, where party means quantity-for-sharing rather than any occasion",drumette|flat|wing-tip|wing-cut|super-bowl-sunday|air-fryer,s:web-openfoodfacts-party-wings|s:web-ncc-superbowl-lx|s:wp-buffalo-wing,cited,medium,False,2026-09-16,https://nanobotco.github.io/buffalo-wings/word/party-wing/
